Run 1,,
500,0.5965733333333332,0.8333333333333335
1000,0.6622133333333341,0.8333333333333336
1500,0.6865666666666681,0.8333333333333336
2000,0.7021066666666678,0.9000000000000002


Global Best Gen #,avgabsfit,lastwinfit,csvfit,random fit
0,0.6190476190476191,0.419047619047619,0.8190476190476191,0.5809523809523834
1,0.42857142857142855,0.8190476190476191
0,0.419047619047619,0.8190476190476191
