Run 1,,
1000,0.6033850048631205,0.8245614035087714
2100,0.6100821276761305,0.8245614035087717
3200,0.6122166490361226,0.9052631578947362
4300,0.608515243473346,0.8666666666666658
5400,0.6102298610024656,0.8052631578947367
6500,0.6084128037076093,0.8140350877192982
7600,0.6103410747195345,0.7859649122807014
8700,0.611780785750315,0.894736842105263
9800,0.6119138002767787,0.8035087719298243
10900,0.6111801345133194,0.7999999999999993
Run 2,,
1000,0.6023238227875201,0.8070175438596486
2100,0.6130859484642026,0.8456140350877194
3200,0.6102070563333173,0.7999999999999987
4300,0.6121005428430223,0.7894736842105259
5400,0.6126919840880927,0.8035087719298241
6500,0.6123341473538153,0.8842105263157891
7600,0.6120719425201006,0.8315789473684209
8700,0.6096115183352582,0.8105263157894735
9800,0.611251513108604,0.814035087719298
10900,0.6130683374055252,0.8552631578947366
Run 3,,
1000,0.6024400297789343,0.8210526315789469
2100,0.6126766604893202,0.7915789473684206
3200,0.6120271392085456,0.8175438596491227
4300,0.6136649665993295,0.8736842105263153
5400,0.6116926622452936,0.8052631578947365
6500,0.6125224325319476,0.849122807017544
7600,0.611911494740317,0.7894736842105263
8700,0.6118786850699314,0.8140350877192983
9800,0.6105309356604242,0.7982456140350872
10900,0.612847942897569,0.8496240601503753
Run 4,,
1000,0.6044415250489902,0.8763157894736843
2100,0.6116531369741613,0.8526315789473682
3200,0.6099407595791411,0.7824561403508771
4300,0.6132318942426154,0.8070175438596487
5400,0.6118508585067866,0.8140350877192979
6500,0.6099637664764678,0.8315789473684203
7600,0.6113399319476337,0.8350877192982458
8700,0.6066141176475945,0.8568421052631572
9800,0.6102185035541267,0.7929824561403503
10900,0.6113198088381672,0.7999999999999996
Run 5,,
1000,0.5999781816521013,0.810526315789473
2100,0.613682585693361,0.8210526315789475
3200,0.6127978271981729,0.8021052631578943
4300,0.611585794053134,0.8552631578947366
5400,0.6101729681831469,0.7921052631578945
6500,0.6097837133441288,0.8236842105263151
7600,0.6103406459588588,0.8105263157894735
8700,0.6081755358870039,0.8771929824561401
